,Surname,First_name,Full_name,Birth_date,Death_date,Artist_id
793,Madrazo y Garreta,Raimundo de,Raimundo de Madrazo y Garreta,1841      ,1920      ,793
794,Maes,Nicolaes,Nicolaes Maes,1634      ,1693      ,794
795,Magnasco,Alessandro,Alessandro Magnasco,1667      ,1749      ,795
796,Makart,Hans,Hans Makart,1840      ,1884      ,796
797,Makovsky,Vladimir Egorovich,Vladimir Egorovich Makovsky,1848      ,1920      ,797
798,Maldura,Giovanni,Giovanni Maldura,1810      ,1849      ,798
799,Maler,Hans,Hans Maler,1475      ,1529      ,799
800,Mancini,Antonio,Antonio Mancini,1852      ,1930      ,800
801,Manet,Édouard,Édouard Manet,1832      ,1883      ,801
802,Mantegna,Andrea,Andrea Mantegna,1430      ,1506      ,802
803,Marchal,Charles-François,Charles-François Marchal,1825      ,1877      ,803
804,Marcke,Émile van,Émile van Marcke,1827      ,1890      ,804
805,Maris,Jacob,Jacob Maris,1837      ,1899      ,805
806,Maris,Matthys,Matthys Maris,1839      ,1917      ,806
807,Marseus van Schrieck,Otto,Otto Marseus van Schrieck,1619      ,1678      ,807
808,Maso di Banco,blank_,Maso di Banco,1320      ,1346      ,808
809,Metsys,Quentin,Quentin Metsys,1466      ,1530      ,809
810,Master of the Liège Disciples at Emmaus,blank_,Master of the Liège Disciples at Emmaus,1530      ,1569      ,810
811,Master of 1416,blank_,Master of 1416,1400      ,1429      ,811
812,Master of the Acts of Mercy,blank_,Master of the Acts of Mercy,1460      ,1470      ,812
813,North Netherlandish Painter,blank_,North Netherlandish Painter,Unknown,Unknown,813
814,Dò,Juan,Juan Dò,1604      ,1656      ,814
815,Master of the Béguins,Flemish,Flemish Master of the Béguins,1627      ,1672      ,815
816,Master of the Castello Nativity,blank_,Master of the Castello Nativity,1445      ,1475      ,816
817,Master of Flora,blank_,Master of Flora,1550      ,1599      ,817
818,Master LC,blank_,Master LC,1525      ,1549      ,818
819,Master of the Lanckoronski Annunciation,blank_,Master of the Lanckoronski Annunciation,1425      ,1449      ,819
820,Netherlandish,blank_,Netherlandish,Unknown,Unknown,820
821,Master G.Z.,blank_,Master G.Z.,1405      ,1441      ,821
822,Master of the Mansi Magdalen,blank_,Master of the Mansi Magdalen,1500      ,1524      ,822
823,Master of the Orcagnesque Misericordia,blank_,Master of the Orcagnesque Misericordia,1350      ,1399      ,823
824,Master of Varlungo,blank_,Master of Varlungo,1285      ,1310      ,824
825,Master called Pseudo-Pier Francesco Fiorentino,blank_,Master called Pseudo-Pier Francesco Fiorentino,1460      ,1500      ,825
826,Master of the View of Sainte Gudule,blank_,Master of the View of Sainte Gudule,1485      ,1485      ,826
827,Marco di Paolo Veneziano,blank_,Marco di Paolo Veneziano,1362      ,1390      ,827
828,Master of the Saint Ursula Legend,blank_,Master of the Saint Ursula Legend,1400      ,1499      ,828
829,Master of the Story of Joseph,blank_,Master of the Story of Joseph,1490      ,1510      ,829
830,Master of the Virgin among Virgins,blank_,Master of the Virgin among Virgins,1460      ,1495      ,830
831,Matteo di Giovanni di Bartolo,blank_,Matteo di Giovanni di Bartolo,1430      ,1497      ,831
832,Mauperché,Henri,Henri Mauperché,1602      ,1686      ,832
833,Mauve,Anton,Anton Mauve,1838      ,1888      ,833
834,Max,Gabriel,Gabriel Max,1840      ,1915      ,834
835,Mazo,Juan Bautista Martínez del,Juan Bautista Martínez del Mazo,1612      ,1667      ,835
836,Meissonier,Ernest,Ernest Meissonier,1815      ,1891      ,836
837,Meléndez,Luis,Luis Meléndez,1716      ,1780      ,837
838,Memling,Hans,Hans Memling,1465      ,1494      ,838
839,Memmi,Lippo,Lippo Memmi,1317      ,1356      ,839
840,Mengs,Anton Raphael,Anton Raphael Mengs,1728      ,1779      ,840
841,Merle,Hugues,Hugues Merle,1823      ,1881      ,841
842,Metsu,Gabriël,Gabriël Metsu,1629      ,1667      ,842
843,Meulen,Adam Frans van der,Adam Frans van der Meulen,1632      ,1690      ,843
844,Michallon,Achille-Etna,Achille-Etna Michallon,1796      ,1822      ,844
845,Michel,Georges,Georges Michel,1763      ,1843      ,845
846,Michele da Verona,blank_,Michele da Verona,1470      ,1537      ,846
847,Michelin,Jean,Jean Michelin,1616      ,1670      ,847
848,Michelino da Besozzo,blank_,Michelino da Besozzo,1388      ,1450      ,848
849,Miel,Jan,Jan Miel,1599      ,1664      ,849
850,Mierevelt,Michiel Jansz. van,Michiel Jansz. van Mierevelt,1567      ,1641      ,850
851,Mieris,Frans van,Frans van Mieris,1635      ,1681      ,851
852,Boonen,Arnold,Arnold Boonen,1669      ,1729      ,852
853,Mijtens,Daniël,Daniël Mijtens,1585      ,1648      ,853
854,Millais,John Everett,John Everett Millais,1829      ,1896      ,854
855,Millet,Francisque,Francisque Millet,1642      ,1679      ,855
856,Millet,Jean-François,Jean-François Millet,1814      ,1875      ,856
857,Mola,Pier Francesco,Pier Francesco Mola,1612      ,1666      ,857
858,Molijn,Pieter de,Pieter de Molijn,1595      ,1661      ,858
859,Monamy,Peter,Peter Monamy,1681      ,1749      ,859
860,Monet,Claude,Claude Monet,1840      ,1926      ,860
861,Monogrammist LAM,blank_,Monogrammist LAM,1568      ,1574      ,861
862,Montagna,Bartolomeo,Bartolomeo Montagna,1459      ,1523      ,862
863,Montemezzano,Francesco,Francesco Montemezzano,1540      ,1602      ,863
864,Monticelli,Adolphe,Adolphe Monticelli,1824      ,1886      ,864
865,Mor van Dashorst,Anthonis,Anthonis Mor van Dashorst,1519      ,1575      ,865
866,Moreau,Gustave,Gustave Moreau,1826      ,1898      ,866
867,Moreelse,Paulus,Paulus Moreelse,1571      ,1638      ,867
868,Moretto da Brescia,blank_,Moretto da Brescia,1498      ,1554      ,868
869,Morisot,Berthe,Berthe Morisot,1841      ,1895      ,869
870,Morland,George,George Morland,1763      ,1804      ,870
871,Moroni,Giovanni Battista,Giovanni Battista Moroni,1524      ,1578      ,871
872,Mostaert,Jan,Jan Mostaert,1498      ,1556      ,872
873,Mucha,Alphonse,Alphonse Mucha,1860      ,1939      ,873
874,Munkácsy,Mihály,Mihály Munkácsy,1844      ,1900      ,874
875,Murant,Emanuel,Emanuel Murant,1622      ,1700      ,875
876,Murillo,Bartolomé Estebán,Bartolomé Estebán Murillo,1617      ,1682      ,876
877,Meytens,Martin van,Martin van Meytens,1695      ,1770      ,877
878,Naiveu,Matthijs,Matthijs Naiveu,1647      ,1726      ,878
879,Nasmyth,Patrick,Patrick Nasmyth,1787      ,1831      ,879
880,Natoire,Charles Joseph,Charles Joseph Natoire,1700      ,1777      ,880
881,Nattier,Jean Marc,Jean Marc Nattier,1685      ,1766      ,881
882,Francken,Frans,Frans Francken,1607      ,1667      ,882
883,Neeffs,Pieter,Pieter Neeffs,1605      ,1661      ,883
884,Neeffs,Pieter,Pieter Neeffs,1620      ,1675      ,884
885,Neer,Aert van der,Aert van der Neer,1603      ,1677      ,885
886,Neer,Eglon van der,Eglon van der Neer,1635      ,1703      ,886
887,Neroccio de' Landi,blank_,Neroccio de' Landi,1447      ,1500      ,887
888,Nesterov,Mikhail Vasilievich,Mikhail Vasilievich Nesterov,1862      ,1942      ,888
889,North Netherlandish,blank_,North Netherlandish,Unknown,Unknown,889
890,Master of the Female Half-Lengths,blank_,Master of the Female Half-Lengths,1520      ,1550      ,890
891,Netherlandish Painter,blank_,Netherlandish Painter,1491      ,1538      ,891
892,Master of the Dinteville Allegory,blank_,Master of the Dinteville Allegory,1525      ,1575      ,892
893,Netscher,Caspar,Caspar Netscher,1639      ,1684      ,893
894,Neuville,Alphonse-Marie-Adolphe de,Alphonse-Marie-Adolphe de Neuville,1835      ,1885      ,894
895,Niccolò di Buonaccorso,blank_,Niccolò di Buonaccorso,1372      ,1388      ,895
896,Niccolò di Pietro,blank_,Niccolò di Pietro,1394      ,1430      ,896
897,Ochtervelt,Jacob,Jacob Ochtervelt,1634      ,1682      ,897
898,Orley,Bernard van,Bernard van Orley,1492      ,1542      ,898
899,Ortolano,L',L' Ortolano,1512      ,1527      ,899
900,Osma Master,blank_,Osma Master,1500      ,1500      ,900
901,Ostade,Adriaen van,Adriaen van Ostade,1610      ,1685      ,901
902,Oudry,Jean-Baptiste,Jean-Baptiste Oudry,1686      ,1755      ,902
903,Ovens,Jürgen,Jürgen Ovens,1623      ,1678      ,903
904,Overschee,Pieter van,Pieter van Overschee,1645      ,1661      ,904
905,Owen,William,William Owen,1769      ,1825      ,905
906,Pagni,Benedetto,Benedetto Pagni,1524      ,1578      ,906
907,Palma,Jacopo,Jacopo Palma,1543      ,1628      ,907
908,Palmeruccio,Guido,Guido Palmeruccio,1315      ,1349      ,908
909,Panini,Giovanni Paolo,Giovanni Paolo Panini,1691      ,1765      ,909
910,Fei,Paolo di Giovanni,Paolo di Giovanni Fei,1369      ,1411      ,910
911,Paolo Veneziano,blank_,Paolo Veneziano,1333      ,1362      ,911
912,Bedoli,Girolamo Mazzola,Girolamo Mazzola Bedoli,1505      ,1570      ,912
913,Pasini,Alberto,Alberto Pasini,1826      ,1899      ,913
914,Cavalori,Mirabello,Mirabello Cavalori,1535      ,1572      ,914
915,Pater,Jean-Baptiste Joseph,Jean-Baptiste Joseph Pater,1695      ,1736      ,915
916,Peake,Robert,Robert Peake,1546      ,1619      ,916
917,Pécheux,Laurent,Laurent Pécheux,1729      ,1821      ,917
918,Pellegrini,Giovanni Antonio,Giovanni Antonio Pellegrini,1675      ,1741      ,918
919,Pelouse,Léon-Germain,Léon-Germain Pelouse,1838      ,1891      ,919
920,Perov,Vasilii Grigorievich,Vasilii Grigorievich Perov,1834      ,1882      ,920
921,Peruvian,blank_,Peruvian,Unknown,Unknown,921
922,Perugino,blank_,Perugino,1469      ,1523      ,922
923,Peruzzi,Baldassare Tommaso,Baldassare Tommaso Peruzzi,1481      ,1536      ,923
924,Pesellino,blank_,Pesellino,1422      ,1457      ,924
925,Pettenkofen,August Xaver Karl von,August Xaver Karl von Pettenkofen,1821      ,1889      ,925
926,Philips,Charles,Charles Philips,1703      ,1747      ,926
927,Piazzetta,Giovanni Battista,Giovanni Battista Piazzetta,1682      ,1754      ,927
928,Pickenoy,Nicolaes Eliasz,Nicolaes Eliasz Pickenoy,1588      ,1656      ,928
929,Piero di Cosimo,blank_,Piero di Cosimo,1462      ,1522      ,929
930,Pierre,Jean-Baptiste Marie,Jean-Baptiste Marie Pierre,1714      ,1789      ,930
931,Pietro di Domenico da Montepulciano,blank_,Pietro di Domenico da Montepulciano,1400      ,1424      ,931
932,Pietro di Francesco Orioli,blank_,Pietro di Francesco Orioli,1458      ,1496      ,932
933,Piloty,Karl Theodor von,Karl Theodor von Piloty,1826      ,1886      ,933
934,Pirez,Alvaro,Alvaro Pirez,1411      ,1434      ,934
935,Pissarro,Camille,Camille Pissarro,1830      ,1903      ,935
936,Plassan,Antoine-Émile,Antoine-Émile Plassan,1817      ,1903      ,936
937,Polenov,Vasilii Dmitrievich,Vasilii Dmitrievich Polenov,1844      ,1927      ,937
938,Pollaiuolo,Piero del,Piero del Pollaiuolo,1441      ,1496      ,938
939,Post,Frans,Frans Post,1612      ,1680      ,939
940,Pourbus,Pieter Jansz.,Pieter Jansz. Pourbus,1524      ,1584      ,940
941,Pourbus,Frans,Frans Pourbus,1569      ,1622      ,941
942,Poussin,Nicolas,Nicolas Poussin,1594      ,1665      ,942
943,Predis,Giovanni Ambrogio de,Giovanni Ambrogio de Predis,1472      ,1508      ,943
944,Preti,Mattia,Mattia Preti,1613      ,1699      ,944
945,Procaccini,Giulio Cesare,Giulio Cesare Procaccini,1574      ,1625      ,945
946,Provost,Jan,Jan Provost,1460      ,1529      ,946
947,Prud'hon,Pierre Paul,Pierre Paul Prud'hon,1758      ,1823      ,947
948,Pulzone,Scipione,Scipione Pulzone,1569      ,1598      ,948
949,Puvis de Chavannes,Pierre,Pierre Puvis de Chavannes,1824      ,1898      ,949
950,Pynas,Jacob,Jacob Pynas,1592      ,1650      ,950
951,Quast,Pieter Jansz.,Pieter Jansz. Quast,1605      ,1647      ,951
952,Raeburn,Henry,Henry Raeburn,1756      ,1923      ,952
953,Raffaëlli,Jean-François,Jean-François Raffaëlli,1850      ,1924      ,953
954,Raffaellino del Garbo,blank_,Raffaellino del Garbo,1466      ,1524      ,954
955,Raphael,blank_,Raphael,1483      ,1520      ,955
956,Ravesteyn,Jan van,Jan van Ravesteyn,1572      ,1657      ,956
957,Recco,Giuseppe,Giuseppe Recco,1634      ,1695      ,957
958,Redon,Odilon,Odilon Redon,1840      ,1916      ,958
959,Regnault,Henri,Henri Regnault,1843      ,1871      ,959
960,Rembrandt,blank_,Rembrandt,1606      ,1669      ,960
961,Reni,Guido,Guido Reni,1575      ,1642      ,961
962,Renoir,Auguste,Auguste Renoir,1841      ,1919      ,962
963,Repin,Ilia Efimovich,Ilia Efimovich Repin,1844      ,1930      ,963
964,Ribera,Jusepe de,Jusepe de Ribera,1591      ,1652      ,964
965,Ribot,Théodule-Augustin,Théodule-Augustin Ribot,1823      ,1891      ,965
966,Ricci,Sebastiano,Sebastiano Ricci,1659      ,1734      ,966
967,Rico y Ortega,Martín,Martín Rico y Ortega,1833      ,1908      ,967
968,Rigaud,Hyacinthe,Hyacinthe Rigaud,1659      ,1743      ,968
969,Riviere,Briton,Briton Riviere,1840      ,1920      ,969
970,Robert,Hubert,Hubert Robert,1733      ,1808      ,970
971,Rogier van der Weyden,blank_,Rogier van der Weyden,1399      ,1464      ,971
972,Rohrich,Franz Wolfgang,Franz Wolfgang Rohrich,1787      ,1834      ,972
973,Romanelli,Giovanni Francesco,Giovanni Francesco Romanelli,1610      ,1662      ,973
974,Romney,George,George Romney,1734      ,1802      ,974
975,Chandler,John Westbrooke,John Westbrooke Chandler,1763      ,1807      ,975
976,Rosa,Salvator,Salvator Rosa,1615      ,1673      ,976
977,Rosselli,Cosimo,Cosimo Rosselli,1440      ,1507      ,977
978,Rousseau,Henri,Henri Rousseau,1844      ,1910      ,978
979,Rousseau,Philippe,Philippe Rousseau,1816      ,1887      ,979
980,Rousseau,Théodore,Théodore Rousseau,1812      ,1867      ,980
981,Rubens,Peter Paul,Peter Paul Rubens,1577      ,1640      ,981
982,Ruisdael,Jacob van,Jacob van Ruisdael,1628      ,1682      ,982
983,Russian Painter,blank_,Russian Painter,Unknown,Unknown,983
984,Ruysdael,Salomon van,Salomon van Ruysdael,1600      ,1670      ,984
985,Ryckaert,David,David Ryckaert,1612      ,1661      ,985
986,Sacchi,Andrea,Andrea Sacchi,1599      ,1661      ,986
987,Salviati,Francesco,Francesco Salviati,1510      ,1563      ,987
988,Sánchez Coello,Alonzo,Alonzo Sánchez Coello,1531      ,1588      ,988
989,Saraceni,Carlo,Carlo Saraceni,1579      ,1620      ,989
990,Sarto,Andrea del,Andrea del Sarto,1486      ,1530      ,990
991,Sassetta,blank_,Sassetta,1400      ,1450      ,991
992,Savoldo,Giovanni Gerolamo,Giovanni Gerolamo Savoldo,1480      ,1548      ,992
993,Savrasov,Alexei Kondratievich,Alexei Kondratievich Savrasov,1830      ,1897      ,993
994,Schalcken,Godfried,Godfried Schalcken,1643      ,1706      ,994
995,Schenck,August Friedrich Albrecht,August Friedrich Albrecht Schenck,1828      ,1901      ,995
996,Schiavone,Andrea,Andrea Schiavone,1510      ,1563      ,996
997,Schongauer,Ludwig,Ludwig Schongauer,1435      ,1494      ,997
998,Schrader,Julius,Julius Schrader,1815      ,1900      ,998
999,Schreyer,Adolf,Adolf Schreyer,1828      ,1899      ,999
1000,Scott,Samuel,Samuel Scott,1697      ,1772      ,1000
1001,Sebastiano del Piombo,blank_,Sebastiano del Piombo,1485      ,1547      ,1001
1002,Sébillot,Paul,Paul Sébillot,1843      ,1918      ,1002
1003,Seeman,Enoch,Enoch Seeman,1685      ,1744      ,1003
1004,Segna di Buonaventura,blank_,Segna di Buonaventura,1298      ,1331      ,1004
1005,Sellaio,Jacopo del,Jacopo del Sellaio,1441      ,1493      ,1005
1006,Seurat,Georges,Georges Seurat,1859      ,1891      ,1006
1007,Seymour,James,James Seymour,1697      ,1752      ,1007
1008,Shee,Martin Archer,Martin Archer Shee,1769      ,1850      ,1008
1009,Sickert,Walter Richard,Walter Richard Sickert,1860      ,1942      ,1009
1010,Signac,Paul,Paul Signac,1863      ,1935      ,1010
1011,Signorelli,Luca,Luca Signorelli,1470      ,1523      ,1011
1012,Martini,Simone,Simone Martini,1315      ,1344      ,1012
1013,Sisley,Alfred,Alfred Sisley,1839      ,1899      ,1013
1014,Slingelandt,Pieter van,Pieter van Slingelandt,1640      ,1691      ,1014
1015,Snayers,Pieter,Pieter Snayers,1592      ,1667      ,1015
1016,Solario,Andrea,Andrea Solario,1465      ,1524      ,1016
1017,Solimena,Francesco,Francesco Solimena,1657      ,1747      ,1017
1018,Sorgh,Hendrick,Hendrick Sorgh,1609      ,1670      ,1018
1019,Sorolla y Bastida,Joaquín,Joaquín Sorolla y Bastida,1863      ,1923      ,1019
1020,Ries,Ignacio de,Ignacio de Ries,1616      ,1665      ,1020
1021,Stanzione,Massimo,Massimo Stanzione,1585      ,1656      ,1021
1022,Steen,Jan,Jan Steen,1626      ,1679      ,1022
1023,Steenwijck,Hendrick van,Hendrick van Steenwijck,1475      ,1649      ,1023
1024,Steer,Philip Wilson,Philip Wilson Steer,1860      ,1942      ,1024
1025,Stevens,Alfred,Alfred Stevens,1823      ,1906      ,1025
1026,Stom,Matthias,Matthias Stom,1599      ,1652      ,1026
1027,Strigel,Bernhard,Bernhard Strigel,1460      ,1528      ,1027
1028,Strij,Jacob van,Jacob van Strij,1756      ,1815      ,1028
1029,Strozzi,Bernardo,Bernardo Strozzi,1581      ,1644      ,1029
1030,Stubbs,George,George Stubbs,1724      ,1806      ,1030
1031,Sustermans,Justus,Justus Sustermans,1597      ,1681      ,1031
1032,Sustris,Lambert,Lambert Sustris,1510      ,1560      ,1032
1033,Sweerts,Michiel,Michiel Sweerts,1618      ,1664      ,1033
1034,Swiss Painter,blank_,Swiss Painter,Unknown,Unknown,1034
1035,Taunay,Nicolas Antoine,Nicolas Antoine Taunay,1755      ,1830      ,1035
1036,Teniers,David,David Teniers,1610      ,1690      ,1036
1037,Testa,Pietro,Pietro Testa,1612      ,1650      ,1037
1038,Thoma,Hans,Hans Thoma,1839      ,1924      ,1038
1039,Tiepolo,Giovanni Battista,Giovanni Battista Tiepolo,1696      ,1770      ,1039
1040,Tiepolo,Giovanni Domenico,Giovanni Domenico Tiepolo,1727      ,1804      ,1040
1041,Tilborgh,Gillis van,Gillis van Tilborgh,1625      ,1678      ,1041
1042,Tintoretto,Jacopo,Jacopo Tintoretto,1519      ,1594      ,1042
1043,Titian,blank_,Titian,1485      ,1576      ,1043
1044,Tommaso Fiorentino,blank_,Tommaso Fiorentino,1495      ,1564      ,1044
1045,Toulouse-Lautrec,Henri de,Henri de Toulouse-Lautrec,1864      ,1901      ,1045
1046,Tournières,Robert Levrac,Robert Levrac Tournières,1668      ,1752      ,1046
1047,Traversi,Gaspare,Gaspare Traversi,1722      ,1770      ,1047
1048,Trémolières,Pierre Charles,Pierre Charles Trémolières,1703      ,1739      ,1048
1049,Troyon,Constant,Constant Troyon,1810      ,1865      ,1049
1050,Trübner,Wilhelm,Wilhelm Trübner,1851      ,1917      ,1050
1051,Tura,Cosmè,Cosmè Tura,1433      ,1495      ,1051
1052,Turner,Joseph Mallord William,Joseph Mallord William Turner,1775      ,1851      ,1052
1053,Tzanès,Emmanuel,Emmanuel Tzanès,1636      ,1690      ,1053
1054,Giovanni di Franco,blank_,Giovanni di Franco,1425      ,1498      ,1054
1055,von Uhde,Fritz,Fritz von Uhde,1848      ,1911      ,1055
1056,Vaillant,Wallerant,Wallerant Vaillant,1623      ,1677      ,1056
1057,Valdés Leal,Juan de,Juan de Valdés Leal,1622      ,1690      ,1057
1058,Vallayer-Coster,Anne,Anne Vallayer-Coster,1744      ,1818      ,1058
1059,Vanloo,Carle,Carle Vanloo,1705      ,1765      ,1059
1060,Vanni,Lippo,Lippo Vanni,1341      ,1375      ,1060
1061,Veerendael,Nicolaes van,Nicolaes van Veerendael,1640      ,1691      ,1061
1062,Velázquez,blank_,Velázquez,1599      ,1660      ,1062
1063,Velde,Willem van de,Willem van de Velde,1633      ,1707      ,1063
1064,Vermeer,Johannes,Johannes Vermeer,1632      ,1675      ,1064
1065,Vermeyen,Jan Cornelisz,Jan Cornelisz Vermeyen,1500      ,1559      ,1065
1066,Vernet,Carle,Carle Vernet,1758      ,1836      ,1066
1067,Vernet,Joseph,Joseph Vernet,1714      ,1789      ,1067
1068,Vernet,Horace,Horace Vernet,1789      ,1863      ,1068
1069,Veronese,Paolo,Paolo Veronese,1528      ,1588      ,1069
1070,Verrocchio,Andrea del,Andrea del Verrocchio,1435      ,1488      ,1070
1071,Verspronck,Johannes,Johannes Verspronck,1601      ,1662      ,1071
1072,Vestier,Antoine,Antoine Vestier,1740      ,1824      ,1072
1073,Vibert,Jean-Georges,Jean-Georges Vibert,1840      ,1902      ,1073
1074,Victors,Jan,Jan Victors,1619      ,1677      ,1074
1075,Vigée Le Brun,Élisabeth Louise,Élisabeth Louise Vigée Le Brun,1755      ,1842      ,1075
1076,Villegas y Cordero,José,José Villegas y Cordero,1848      ,1921      ,1076
1077,Villers,Marie Denise,Marie Denise Villers,1774      ,1821      ,1077
1078,Vivarini,Antonio,Antonio Vivarini,1441      ,1484      ,1078
1079,Vivarini,Bartolomeo,Bartolomeo Vivarini,1450      ,1491      ,1079
1080,Vlieger,Simon de,Simon de Vlieger,1600      ,1653      ,1080
1081,Vliet,Hendrick van,Hendrick van Vliet,1611      ,1675      ,1081
1082,Vollon,Antoine,Antoine Vollon,1833      ,1900      ,1082
1083,Vos,Cornelis de,Cornelis de Vos,1584      ,1651      ,1083
1084,Vosmaer,Jacob,Jacob Vosmaer,1584      ,1641      ,1084
1085,Vries,Abraham de,Abraham de Vries,1585      ,1650      ,1085
1086,Vries,Roelof van,Roelof van Vries,1630      ,1681      ,1086
1087,Wahlberg,Alfred,Alfred Wahlberg,1834      ,1906      ,1087
1088,Watteau,Antoine,Antoine Watteau,1684      ,1721      ,1088
1089,Watts,Frederick Waters,Frederick Waters Watts,1800      ,1870      ,1089
1090,Watts,George Frederic,George Frederic Watts,1817      ,1904      ,1090
1091,Weenix,Jan,Jan Weenix,1641      ,1719      ,1091
1092,Wilkie,David,David Wilkie,1785      ,1841      ,1092
1093,Wilson,Richard,Richard Wilson,1712      ,1782      ,1093
1094,Winterhalter,Franz Xaver,Franz Xaver Winterhalter,1805      ,1873      ,1094
1095,Wissing,Willem,Willem Wissing,1656      ,1687      ,1095
1096,Wouwerman,Philips,Philips Wouwerman,1619      ,1668      ,1096
1097,Wright,Joseph,Joseph Wright,1734      ,1797      ,1097
1098,Wtewael,Joachim,Joachim Wtewael,1566      ,1638      ,1098
1099,Wtewael,Peter,Peter Wtewael,1596      ,1660      ,1099
1100,Zaganelli,Francesco,Francesco Zaganelli,1499      ,1532      ,1100
1101,Zorn,Anders,Anders Zorn,1860      ,1920      ,1101
1102,Zuccarelli,Francesco,Francesco Zuccarelli,1702      ,1788      ,1102
1103,Zurbarán,Francisco de,Francisco de Zurbarán,1598      ,1664      ,1103
1104,Chassériau,Théodore,Théodore Chassériau,1819      ,1856      ,1104
1105,Achenbach,Andreas,Andreas Achenbach,1815      ,1910      ,1105
1106,Franceschini,Marcantonio,Marcantonio Franceschini,1648      ,1729      ,1106
1107,Sodoma,blank_,Sodoma,1477      ,1549      ,1107
1108,Aivazovsky,Ivan Konstantinovich,Ivan Konstantinovich Aivazovsky,1817      ,1900      ,1108
1109,Wals,Goffredo,Goffredo Wals,1590      ,1640      ,1109
1110,Gaddi,Taddeo,Taddeo Gaddi,1334      ,1366      ,1110
1111,Girodet-Trioson,Anne Louis,Anne Louis Girodet-Trioson,1767      ,1824      ,1111
1112,Tissot,James,James Tissot,1836      ,1902      ,1112
1113,Troy,Jean François de,Jean François de Troy,1679      ,1752      ,1113
1114,Santi di Tito,blank_,Santi di Tito,1536      ,1603      ,1114
1115,Berghe,Christoffel van den,Christoffel van den Berghe,1590      ,1628      ,1115
1116,Heda,Willem Claesz,Willem Claesz Heda,1594      ,1680      ,1116
1117,Scarsellino,blank_,Scarsellino,1545      ,1620      ,1117
1118,Liss,Johann,Johann Liss,1595      ,1631      ,1118
1119,Friedrich,Caspar David,Caspar David Friedrich,1774      ,1840      ,1119
1120,Carracci,Ludovico,Ludovico Carracci,1555      ,1619      ,1120
1121,Master of the Berswordt Altar,blank_,Master of the Berswordt Altar,1400      ,1435      ,1121
1122,Witte,Emanuel de,Emanuel de Witte,1616      ,1692      ,1122
1123,Aman-Jean,Edmond-François,Edmond-François Aman-Jean,1858      ,1936      ,1123
1124,Stoskopff,Sebastian,Sebastian Stoskopff,1597      ,1657      ,1124
1125,Gérard,François,François Gérard,1770      ,1837      ,1125
1126,Heim,François Joseph,François Joseph Heim,1787      ,1865      ,1126
1127,Gros,Antoine Jean,Antoine Jean Gros,1771      ,1835      ,1127
1128,Tischbein,Johann Heinrich Wilhelm,Johann Heinrich Wilhelm Tischbein,1751      ,1829      ,1128
1129,Franquelin,Jean-Augustin,Jean-Augustin Franquelin,1798      ,1839      ,1129
1130,Bertin,Jean Victor,Jean Victor Bertin,1767      ,1842      ,1130
1131,Bidauld,Joseph,Joseph Bidauld,1758      ,1846      ,1131
1132,Bonnefond,Claude,Claude Bonnefond,1796      ,1860      ,1132
1133,Bouton,Charles Marie,Charles Marie Bouton,1781      ,1853      ,1133
1134,Calame,Alexandre,Alexandre Calame,1810      ,1864      ,1134
1135,Catel,Franz Ludwig,Franz Ludwig Catel,1778      ,1856      ,1135
1136,Cogniet,Léon,Léon Cogniet,1794      ,1880      ,1136
1137,Coignet,Jules,Jules Coignet,1798      ,1860      ,1137
1138,Dauzats,Adrien,Adrien Dauzats,1804      ,1868      ,1138
1139,Denis,Simon,Simon Denis,1755      ,1813      ,1139
1140,Diday,François,François Diday,1802      ,1877      ,1140
1141,Dunouy,Alexandre Hyacinthe,Alexandre Hyacinthe Dunouy,1757      ,1841      ,1141
1142,Flandrin,Hippolyte,Hippolyte Flandrin,1809      ,1864      ,1142
1143,Flandrin,Paul,Paul Flandrin,1811      ,1902      ,1143
1144,Fragonard,Alexandre Evariste,Alexandre Evariste Fragonard,1780      ,1850      ,1144
1145,Giroux,André,André Giroux,1801      ,1879      ,1145
1146,La Bouëre,Antoine-Xavier-Gabriel de Gazeau,Antoine-Xavier-Gabriel de Gazeau La Bouëre,1801      ,1881      ,1146
1147,Lehmann,Henri,Henri Lehmann,1814      ,1882      ,1147
1148,Leprince,Auguste-Xavier,Auguste-Xavier Leprince,1799      ,1826      ,1148
1149,Montessuy,Jean-François,Jean-François Montessuy,1804      ,1876      ,1149
1150,Pallière,Léon,Léon Pallière,1787      ,1820      ,1150
1151,Picot,François Édouard,François Édouard Picot,1786      ,1868      ,1151
1152,Rémond,Jean-Charles-Joseph,Jean-Charles-Joseph Rémond,1795      ,1875      ,1152
1153,Robert,Léopold,Léopold Robert,1794      ,1835      ,1153
1154,Salières,Paul-Narcisse,Paul-Narcisse Salières,1818      ,1908      ,1154
1155,Vafflard,Pierre Antoine Augustin,Pierre Antoine Augustin Vafflard,1777      ,1837      ,1155
1156,Valenciennes,Pierre Henri de,Pierre Henri de Valenciennes,1750      ,1819      ,1156
1157,Verboeckhoven,Eugène-Joseph,Eugène-Joseph Verboeckhoven,1798      ,1881      ,1157
1158,Barocci,Federico,Federico Barocci,1535      ,1612      ,1158
1159,Lancret,Nicolas,Nicolas Lancret,1690      ,1743      ,1159
1160,Duccio di Buoninsegna,blank_,Duccio di Buoninsegna,1278      ,1318      ,1160
1161,South German,blank_,South German,Unknown,Unknown,1161
